customer_id,date,annual_income,purpose_of_travel,travel_frequency,transport_flight,transport_train,transport_car_rental,transport_cruise,transport_other,travel_domestic,travel_international,travel_luxury_resort,travel_spa_relaxation,travel_activity_outdoor,travel_cultural_history,travel_cruise,travel_budget,info_email,info_social_media,info_storefront,info_phone_call
00007415,2019/9/10,10104000,1,4,,1,1,,,1,1,0,1,0,0,0,0,0,1,0,0
00007064,2015/1/29,10176000,2,0,,1,,,,1,1,1,1,0,0,0,0,0,1,0,0
00002579,2013/4/25,2180000,2,2,,1,1,,,0,1,1,0,0,0,0,0,0,0,0,0
00000816,2019/12/6,6191000,0,2,,,1,,,1,0,1,1,0,0,0,0,1,0,0,0
00000287,2019/11/20,2125000,2,0,,1,,,,0,0,0,0,0,0,0,0,0,1,0,0
00004203,2022/1/14,5106000,2,2,,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00009736,2014/12/25,5100000,1,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00004334,2018/2/23,9157000,0,4,,1,,,,1,0,1,1,0,1,0,0,0,1,0,0
00006719,2018/10/12,5140000,0,0,,1,1,,,1,0,1,1,0,1,0,0,0,1,0,0
00000179,2020/8/8,4192000,0,2,,,1,1,,1,0,1,1,0,1,0,0,0,1,0,0
00005022,2019/4/26,4154000,0,0,,1,,,,1,0,0,1,0,0,0,0,0,1,0,0
00007285,2017/8/5,1147000,2,2,,1,1,,,0,0,1,1,0,0,0,0,0,0,0,0
00004903,2013/9/22,19145000,1,0,,1,1,,,1,0,1,0,0,0,0,0,1,1,0,0
00002709,2022/6/21,5182000,2,2,,1,,,,0,0,0,1,0,0,0,0,0,1,0,0
00009513,2022/4/27,5154000,2,4,,1,1,,,0,0,1,1,0,0,0,0,1,1,0,0
00004899,2022/4/9,5186000,2,0,,1,1,,,0,1,0,1,0,0,0,0,0,1,0,0
00002575,2022/6/1,10194000,1,2,,1,1,1,バイク,1,0,1,1,0,0,0,0,0,1,0,0
00000257,2017/1/23,9112000,2,2,,1,1,,,1,0,1,1,0,1,0,0,0,0,0,0
00009930,2013/8/14,6165000,1,2,,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00002461,2010/12/11,5181000,2,0,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00007961,2017/10/4,0,2,0,,,1,,,1,0,0,1,0,0,0,0,1,0,0,0
00006552,2015/5/7,10189000,2,0,,1,1,,,0,1,0,0,0,0,0,0,0,1,0,0
00007325,2013/6/22,100000,1,2,,1,1,1,,0,0,1,1,0,0,0,0,0,1,0,0
00006623,2018/1/26,4128000,1,4,,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00003393,2013/9/21,9191000,2,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00004783,2015/4/28,9141000,1,1,,1,,,,1,0,1,1,0,0,0,0,0,1,0,0
00005696,2012/6/18,5157000,1,2,,1,1,,,1,1,1,1,0,0,0,0,0,1,0,0
00002816,2011/11/4,0,0,2,,1,1,,,1,0,1,1,0,0,0,0,0,0,0,0
00007705,2022/7/1,5172000,2,1,,,1,,,1,0,0,0,0,0,0,0,0,1,0,0
00006936,2011/9/5,10181000,2,1,,1,1,,,0,0,1,0,0,0,0,0,0,1,0,0
00000506,2015/2/6,1185000,1,2,,1,1,1,,0,1,0,0,0,0,0,0,0,0,0,0
00006275,2012/8/26,2107000,1,0,,,1,,,1,1,1,0,0,1,0,0,0,1,0,0
00004413,2022/1/2,1144000,2,2,1,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00005244,2020/2/13,0,0,0,1,1,,,,1,0,1,0,0,0,0,0,0,1,0,0
00000800,2013/10/22,2104000,0,0,,1,,,,1,0,0,0,0,0,0,0,0,1,0,0
00000348,2011/6/14,2104000,0,0,,1,1,1,,1,0,0,0,0,0,0,0,0,1,0,0
00002239,2022/8/16,6182000,0,2,,1,1,,,1,0,1,1,0,1,0,0,0,1,0,0
00001767,2014/12/29,10104000,2,0,,1,1,,,1,0,1,1,0,0,0,0,1,1,0,0
00001347,2021/1/15,144000,2,4,,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00000502,2016/7/21,4142000,2,4,,1,1,,,1,0,1,1,0,0,0,0,0,1,1,0
00002854,2010/7/15,9191000,2,2,,1,1,,,0,0,1,1,0,1,0,0,0,1,1,0
00005630,2021/9/3,4175000,1,0,,,1,,,1,0,0,1,0,1,0,0,0,1,1,0
00003069,2017/6/12,10197000,2,1,,1,1,,,1,1,0,1,0,1,0,0,0,1,1,0
00004960,2014/10/20,6105000,0,0,,1,1,,,0,1,1,1,0,0,0,0,0,1,0,0
00002388,2020/2/16,4128000,2,0,,,,,,1,1,1,1,0,0,0,0,0,1,0,0
00001311,2012/8/16,109000,0,1,,1,1,,,0,0,1,1,0,1,0,0,0,0,0,0
00003067,2012/1/19,6189000,1,0,,1,,,,1,0,1,1,0,1,0,0,1,1,0,0
00005384,2018/4/23,5197000,2,0,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00006696,2020/12/24,4106000,1,0,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00004591,2010/10/24,6105000,1,0,,1,1,,,1,1,1,1,0,1,0,0,1,1,0,0
00009329,2021/6/9,157000,2,2,,1,1,,,0,0,0,1,0,0,0,0,0,1,0,0
00002395,2020/5/28,6105000,2,0,1,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00000356,2019/12/2,10140000,2,0,,1,1,,,1,0,0,1,0,0,0,0,0,1,0,0
00003021,2019/2/10,2104000,1,2,,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00006523,2014/9/15,6180000,1,0,,1,1,,,1,1,1,1,0,0,0,0,0,1,0,0
00008937,2011/7/22,9102000,2,2,,1,1,,,1,0,0,1,0,1,0,0,0,1,0,0
00004228,2020/8/20,6155000,0,0,,1,1,,,0,0,1,1,0,0,0,0,0,0,0,0
00004894,2012/2/29,2198000,2,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00002105,2016/3/2,126000,2,0,,1,1,,,1,1,0,1,0,0,0,0,0,1,0,0
00006567,2019/7/27,4140000,2,0,,,1,,,1,1,1,1,0,0,0,0,0,1,0,0
00007627,2015/6/17,9126000,2,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00001074,2010/2/28,9125000,2,1,1,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00000310,2013/6/1,6150000,0,2,,1,,,,0,1,1,1,0,0,0,0,0,0,0,0
00009535,2012/10/18,5125000,0,0,,1,,,,1,0,1,1,0,0,0,0,0,0,0,0
00008367,2016/2/10,9180000,2,4,,1,1,,,0,0,1,1,0,1,0,0,0,1,0,0
00005928,2021/3/30,5150000,2,0,,1,1,,,1,1,1,0,0,1,0,0,0,1,0,0
00000463,2010/7/22,4122000,0,2,,1,1,,,0,1,0,1,0,0,0,0,0,1,0,0
00003797,2016/1/1,2162000,2,0,,1,,,,1,0,0,0,0,0,0,0,0,1,0,0
00000479,2015/7/17,6120000,0,2,,1,,,,0,0,0,0,0,0,0,0,1,1,0,0
00007791,2010/9/3,2111000,2,0,,1,1,,,1,0,0,0,0,0,0,0,0,1,0,0
00001526,2014/8/20,10176000,2,2,,1,1,,,1,1,0,1,0,0,0,0,0,1,0,0
00003434,2016/9/30,9140000,2,0,,1,1,,,1,0,1,1,0,1,0,0,0,1,0,0
00006966,2020/3/10,6120000,2,2,,1,,,,1,1,1,1,0,0,0,0,0,1,0,0
00006270,2018/7/27,5121000,1,2,,,1,,,1,1,1,1,0,0,0,0,1,1,0,0
00008444,2018/3/26,6119000,0,2,,1,,,,1,1,0,1,0,0,0,0,0,1,0,0
00008117,2011/9/26,6179000,0,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00006276,2019/4/10,6150000,0,2,,1,1,,,1,0,0,0,0,1,0,0,0,1,0,0
00000450,2016/10/22,6100000,1,2,,,1,,,0,0,0,1,0,0,0,0,0,0,0,0
00008248,2017/6/20,8198000,1,0,,1,1,,,1,0,1,1,0,1,0,0,0,1,0,0
00008157,2010/12/30,9192000,1,2,,1,1,,,0,0,1,1,0,0,0,0,0,0,0,0
00004059,2018/5/12,1105000,0,2,,1,,,,0,0,0,0,0,0,0,0,1,1,0,0
00007758,2016/1/8,0,1,0,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00000196,2018/7/16,6189000,1,1,,1,1,,,1,0,0,0,0,1,0,0,0,1,0,0
00002172,2020/4/19,2180000,1,2,,1,1,,,0,0,0,0,0,0,0,0,1,1,0,0
00000370,2022/7/26,140000,1,2,1,1,1,,,0,1,0,1,0,0,0,0,1,1,0,0
00007938,2019/6/25,6169000,1,2,,1,1,,,1,0,1,1,0,1,0,0,0,1,0,0
00000150,2013/12/11,169000,2,0,,1,1,,,1,0,1,1,0,1,0,0,0,1,0,0
00006328,2017/5/29,9187000,0,0,,,,,,1,0,1,1,0,0,0,0,0,1,0,0
00007481,2016/9/6,8145000,2,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00000753,2019/12/23,2106000,1,4,,,1,,,1,1,0,0,0,0,0,0,1,1,0,0
00008786,2021/9/3,9172000,2,0,,1,,,,0,0,1,1,0,0,0,0,0,1,0,0
00000884,2017/8/2,6144000,1,0,,,1,,7,0,0,1,1,0,0,0,0,0,1,0,0
00004002,2010/8/22,0,2,2,,1,1,,,1,0,0,1,0,0,0,0,0,1,0,0
00005768,2011/4/23,5111000,2,4,,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00008392,2016/1/25,6155000,2,2,,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00005808,2010/6/17,6117000,0,2,,1,1,,,1,1,1,1,0,1,0,0,0,1,0,0
00009437,2022/6/11,6101000,1,0,,,,,,0,0,1,0,0,0,0,0,0,1,0,0
00006417,2013/11/30,10151000,1,2,,1,1,,,1,1,0,1,0,1,0,0,0,1,0,0
00003759,2019/11/11,1100000,1,0,,1,1,,,1,1,1,1,0,0,0,0,0,1,0,0
00003584,2018/5/17,6101000,2,2,,1,1,,,1,0,1,0,0,0,0,0,0,1,0,0
00003299,2016/2/8,167000,1,0,,1,1,,,1,0,1,1,0,0,0,0,1,1,0,0
00009617,2012/1/16,0,2,0,1,1,1,,,1,0,1,1,0,1,0,0,0,1,0,0
00004712,2017/12/13,148000,2,4,,1,1,,,1,1,1,1,0,0,0,0,0,1,0,0
00001027,2015/7/22,9129000,2,2,,1,,,,0,0,0,1,0,0,0,0,0,1,0,0
00001116,2013/9/8,5166000,2,2,,1,1,,,0,1,1,1,0,0,0,0,0,0,0,0
00008549,2013/3/20,10109000,2,1,,1,,,,1,0,0,1,0,0,0,0,0,0,0,0
00009659,2012/11/28,2119000,2,0,,1,1,,,0,0,0,0,0,0,0,0,0,1,0,0
00006633,2018/6/27,5109000,1,2,,1,1,,,0,1,1,1,0,0,0,0,0,1,0,0
00006690,2018/12/15,6200000,0,1,,1,1,,,1,1,1,0,0,0,0,0,1,1,0,0
00002226,2019/7/17,6125000,0,0,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00001907,2018/2/5,8109000,0,0,,1,1,,,0,0,0,1,0,0,0,0,0,1,0,0
00007604,2018/3/13,200000,1,2,,1,1,,,1,0,1,1,0,0,0,0,1,1,0,0
00002973,2014/11/2,6116000,2,2,,1,1,,,0,0,0,0,0,0,0,0,0,1,0,0
00004944,2016/11/19,5145000,1,1,,1,1,,,1,1,1,1,0,1,0,0,0,1,0,0
00005535,2018/9/29,2100000,2,4,,1,,,,1,0,0,0,0,0,0,0,1,1,0,0
00000520,2015/4/17,8100000,2,0,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00004935,2018/10/17,10106000,1,0,1,1,1,,,1,0,0,1,0,0,0,0,1,1,0,0
00002229,2010/11/20,6152000,0,2,,1,1,,,0,0,0,1,0,1,0,0,0,1,0,0
00009036,2011/4/18,5116000,2,2,,1,1,,,0,0,1,1,0,1,0,0,1,1,0,0
00007082,2019/10/8,5180000,2,2,1,1,,,,0,0,1,1,0,0,0,0,0,1,0,0
00009251,2015/8/10,8108000,1,2,,1,,,,0,0,1,1,0,0,0,0,0,1,0,0
00008069,2020/9/9,4100000,2,0,,1,1,,,0,0,1,1,0,1,0,0,0,1,0,0
00008264,2010/3/12,9181000,0,2,,1,1,,,1,1,1,1,0,0,0,0,0,1,0,0
00005797,2015/5/20,6190000,2,0,,1,1,,,1,0,1,1,0,0,0,0,0,0,0,0
00007341,2012/9/21,9150000,0,2,,1,1,,,1,0,0,1,0,1,0,0,0,0,0,0
00005924,2011/6/1,6168000,1,2,,1,,,,1,1,1,0,0,0,0,0,0,1,0,0
00010000,2013/3/6,5166000,0,0,,1,1,,,1,1,1,1,0,1,0,0,0,1,0,0
00004574,2015/10/27,6198000,2,2,,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00001081,2010/8/8,0,1,4,,1,1,,,0,1,1,1,0,1,0,0,0,1,0,0
00007307,2019/5/10,6110000,1,1,,1,1,1,,0,0,0,0,0,0,0,0,0,1,0,0
00008475,2017/4/24,2174000,2,2,,1,,,,0,1,0,0,0,0,0,0,0,1,0,0
00004913,2013/4/23,0,2,0,,1,1,,,1,1,0,1,0,0,0,0,0,1,0,0
00003762,2015/3/17,5105000,2,2,,,1,,,1,1,1,0,0,0,0,0,0,1,0,0
00009829,2011/2/16,,2,1,,1,1,,,1,1,1,1,0,1,0,0,1,1,0,0
00000541,2010/12/23,9191000,0,2,1,1,1,,,1,1,0,1,0,0,0,0,0,1,0,0
00008583,2018/12/14,10194000,2,1,,1,1,,,1,0,1,0,0,0,0,0,0,1,0,0
00006223,2021/8/18,1140000,1,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,1,0
00004691,2012/9/8,8147000,2,0,,1,,,,0,0,0,1,0,0,0,0,0,1,1,0
00008648,2014/12/1,5166000,2,2,,1,1,,,0,1,0,1,0,1,0,0,0,1,1,0
00004434,2010/11/5,9194000,1,0,,1,1,,,0,0,1,1,0,1,0,0,0,0,0,0
00006798,2018/9/3,4100000,0,2,,,1,,,0,0,0,0,0,0,0,0,0,1,0,0
00009095,2011/10/2,1150000,0,2,,1,1,,,0,0,1,1,0,0,0,0,1,1,0,0
00002604,2016/4/28,5168000,2,0,,1,1,,,1,0,0,0,0,0,0,0,0,1,0,0
00000576,2021/1/21,9101000,2,4,,1,1,,,1,0,1,1,0,0,0,0,1,0,0,0
00002527,2014/3/24,6127000,1,2,,1,1,,,1,0,0,0,0,0,0,0,0,1,0,0
00009516,2019/9/22,198000,1,2,,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00007904,2010/6/9,150000,2,0,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00004470,2017/4/15,1127000,2,2,1,1,,,,0,0,1,1,0,1,0,0,0,1,0,0
00001353,2021/4/17,6106000,2,0,,,1,,,0,0,1,1,0,1,0,0,0,1,0,0
00009827,2016/11/21,5187000,2,2,,1,,,,1,0,0,0,0,1,0,0,0,1,0,0
00004751,2014/10/7,9166000,2,0,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00008864,2020/4/15,5179000,0,4,,1,1,,,1,0,1,1,0,0,0,0,0,0,0,0
00003410,2017/9/28,10184000,2,0,1,1,,,,0,1,1,0,0,1,0,0,0,1,0,0
00007828,2020/7/9,9197000,2,4,,,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00003263,2014/2/16,1152000,1,4,,1,1,,,1,1,1,1,0,0,0,0,0,1,0,0
00004824,2020/9/15,0,2,0,,,1,,,1,1,0,1,0,0,0,0,0,0,0,0
00008270,2017/1/18,5100000,1,2,,1,1,,,1,1,1,1,0,1,0,0,1,1,0,0
00000156,2017/3/21,5179000,2,0,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00008871,2011/12/10,9167000,1,2,,,,,,0,1,0,1,0,0,0,0,0,1,0,0
00002902,2014/1/22,6194000,2,2,,1,1,,,0,0,0,0,0,0,0,0,0,1,0,0
00007877,2019/6/1,2167000,1,2,,,1,,,1,0,0,0,0,0,0,0,0,1,0,0
00008560,2013/9/25,6156000,1,1,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00005583,2018/8/12,5101000,1,0,,1,1,,,1,0,0,1,0,0,0,0,0,1,0,0
00000799,2013/7/23,10162000,0,0,,1,1,,,0,0,1,0,0,0,0,0,0,1,0,0
00007685,2015/1/22,0,1,0,,,1,,,0,1,1,1,0,0,0,0,0,1,0,0
00003872,2022/5/8,4100000,2,0,,1,1,,,0,0,0,1,0,0,0,0,0,1,0,0
00005615,2016/1/13,10121000,1,2,,,1,,,1,0,1,1,0,1,0,0,0,0,0,0
00004105,2019/3/13,4149000,0,2,,1,1,,,0,0,1,1,0,0,0,0,0,0,0,0
00004985,2021/7/1,9120000,2,2,1,,1,,,0,0,1,0,0,0,0,0,0,1,0,0
00001986,2011/6/8,6161000,1,4,,1,1,,,1,0,1,1,0,0,0,0,1,1,0,0
00005916,2012/11/12,1152000,2,2,,1,1,,,1,0,0,1,0,0,0,0,0,1,0,0
00004942,2012/5/26,,0,0,,1,1,1,,1,0,1,0,0,0,0,0,0,1,0,0
00008641,2017/6/21,29115000,0,2,1,1,1,,,0,0,1,0,0,1,0,0,1,1,0,0
00008251,2020/10/23,6179000,1,0,,,1,,,0,0,1,1,0,0,0,0,1,1,0,0
00000984,2017/3/5,4198000,2,2,,,1,,,0,0,0,1,0,1,0,0,0,1,0,0
00008557,2013/1/14,9124000,1,2,,1,,,,1,1,0,1,0,0,0,0,0,0,0,0
00009229,2018/5/4,,2,1,,1,1,,,0,0,0,1,0,0,0,0,1,1,0,0
00004737,2012/4/7,5100000,2,2,1,1,1,,,0,0,1,1,0,1,0,0,1,1,0,0
00009842,2020/6/14,5106000,0,0,,1,1,,,1,0,1,1,0,1,0,0,1,1,0,0
00004041,2012/12/27,8175000,2,0,,1,1,,,0,1,0,0,0,0,0,0,0,1,0,0
00009449,2018/4/27,1141000,2,2,,1,,,,1,0,1,1,0,0,0,0,0,0,0,0
00002212,2021/11/3,6110000,0,2,,1,1,,,0,0,1,1,0,1,0,0,0,1,0,0
00003378,2012/2/15,,1,2,,1,1,,,1,0,0,1,0,0,0,0,0,1,0,0
00009013,2017/3/25,6155000,2,1,,,1,,,1,1,1,0,0,1,0,0,1,1,0,0
00007708,2014/8/12,2200000,0,0,,1,,,,1,0,1,1,0,0,0,0,0,1,0,0
00001349,2013/3/24,5111000,0,0,,1,,,,0,0,0,1,0,0,0,0,1,0,0,0
00003623,2020/9/16,9180000,1,2,,1,1,,,1,0,0,1,0,0,0,0,0,1,0,0
00003097,2014/9/14,0,2,0,,1,,,,0,0,1,0,0,0,0,0,0,1,0,0
00009603,2019/4/23,0,0,2,,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00006919,2018/12/6,4119000,0,0,,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00000586,2012/1/15,2146000,2,2,,1,1,,,0,1,1,0,0,1,0,0,0,1,0,0
00001817,2016/6/18,10198000,0,0,,1,1,,,1,0,0,0,0,0,0,0,1,1,0,0
00009648,2016/10/31,5121000,2,1,,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00005671,2011/7/19,5150000,1,0,,1,1,,,0,0,0,1,0,0,0,0,0,1,0,0
00004373,2015/4/11,0,2,0,,1,1,,,1,0,1,0,0,0,0,0,0,1,0,0
00007267,2021/8/21,6200000,1,0,,1,1,,,0,0,1,1,0,0,0,0,1,1,0,0
00009852,2016/9/24,4162000,2,0,,1,1,,,1,1,0,1,0,0,0,0,0,1,0,0
00002921,2022/6/11,9150000,1,2,,1,,,,1,0,1,1,0,0,0,0,0,1,0,0
00000925,2022/9/10,10142000,2,2,,,,,,0,0,1,1,0,0,0,0,0,1,0,0
00008889,2011/1/9,5157000,0,0,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00008184,2019/9/30,4102000,0,0,,1,1,,,1,1,1,1,0,0,0,0,0,1,0,0
00002626,2010/4/8,5171000,1,2,,,1,,,1,0,0,1,0,0,0,0,0,1,0,0
00001338,2011/3/16,27190000,1,2,,1,1,,,0,1,1,0,0,1,0,0,0,1,0,0
00006750,2018/5/5,2110000,2,2,,1,1,,,0,1,1,0,0,0,0,0,1,1,0,0
00005957,2022/11/26,5165000,2,2,,1,1,,,1,1,1,1,0,1,0,0,0,1,0,0
00003659,2016/6/23,2160000,1,4,,1,1,,,1,0,1,0,0,0,0,0,0,1,0,0
00003653,2019/10/18,5141000,2,2,,1,,,,0,0,0,0,0,1,0,0,0,1,0,0
00007044,2021/4/14,,0,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00007983,2016/10/4,5159000,1,0,,1,1,,,1,0,0,1,0,1,0,0,0,0,0,0
00007755,2015/9/20,10192000,1,2,,1,,,,1,1,1,0,0,0,0,0,0,1,0,0
00001739,2013/4/11,2108000,2,0,,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0
00002400,2014/8/7,5111000,2,0,,,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00004963,2012/3/24,,1,2,,1,1,,,1,0,1,1,0,0,0,0,1,1,0,0
00007686,2022/9/2,0,2,0,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00009528,2017/4/10,0,2,1,,1,1,,,0,0,1,1,0,0,0,0,1,1,1,0
00004721,2010/9/13,2101000,2,2,,1,1,1,,0,0,1,1,0,0,0,0,0,1,1,0
00006956,2013/2/8,8116000,2,4,,1,1,,,1,1,0,1,0,0,0,0,0,1,1,0
00004279,2014/12/12,2157000,2,0,,,,,,0,0,1,1,0,0,0,0,0,1,1,0
00009009,2021/7/19,5197000,2,0,,1,1,,,1,1,1,1,0,1,0,0,0,1,1,0
00006178,2016/11/22,6178000,0,2,,1,1,,,1,1,0,1,0,0,0,0,0,0,0,0
00003828,2021/12/30,0,1,2,,1,,,,0,0,1,1,0,1,0,0,0,1,0,0
00008828,2018/5/29,1129000,0,0,,1,1,,,0,1,1,1,0,0,0,0,0,1,0,0
00004875,2019/7/13,6200000,1,2,,1,1,,,0,0,0,1,0,0,0,0,0,1,0,0
00008852,2022/11/10,5156000,2,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00009838,2022/6/8,6100000,1,0,,1,1,,,1,0,1,1,0,1,0,0,0,1,0,0
00007144,2018/10/24,10159000,1,0,,1,1,,,1,0,1,0,0,0,0,0,0,1,0,0
00007494,2021/3/22,4174000,1,0,,1,1,,,1,0,1,1,0,0,0,0,1,1,0,0
00009547,2010/2/13,10159000,2,2,,1,1,,,1,0,1,0,0,0,0,0,0,1,0,0
00004425,2019/7/27,9119000,2,2,,,1,,,1,0,0,1,0,0,0,0,0,0,0,0
00008711,2017/10/12,10110000,1,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00007406,2020/11/17,6110000,2,1,,1,1,,,1,0,0,0,0,0,0,0,1,1,0,0
00006627,2010/12/14,5129000,1,2,,,1,,,1,0,0,1,0,1,0,0,1,1,0,0
00009601,2011/2/26,4128000,0,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00003160,2020/8/25,0,1,2,,1,1,,,0,0,1,1,0,1,0,0,0,1,0,0
00002744,2010/4/21,6182000,2,2,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,0
00009348,2021/6/21,9115000,0,2,,1,1,,,0,0,0,0,0,0,0,0,0,1,0,0
00003885,2014/8/6,5200000,0,1,1,1,1,,,1,1,1,1,0,0,0,0,0,0,0,0
00007169,2021/9/21,,2,0,,,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00004819,2015/10/19,162000,2,2,,1,1,1,,1,1,1,1,0,0,0,0,0,1,0,0
00002482,2017/8/18,9102000,2,4,,1,1,,,0,0,0,0,0,0,0,0,1,1,0,0
00002675,2010/8/8,10129000,1,0,,1,,,,0,0,1,1,0,0,0,0,0,1,0,0
00007812,2018/12/14,10115000,2,0,,1,,,,1,0,1,1,0,0,0,0,0,1,0,0
00003997,2010/7/13,6161000,1,0,,1,,,,0,0,1,1,0,0,0,0,0,0,0,0
00006788,2021/11/11,1156000,1,1,,1,1,,,1,0,0,1,0,0,0,0,1,0,0,0
00000793,2011/9/19,6110000,0,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00008398,2020/7/3,9102000,1,0,,,,,,1,0,1,1,0,0,0,0,1,1,0,0
00001548,2016/2/25,108000,2,1,,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00005687,2020/10/22,6129000,2,2,,1,1,,,1,0,1,1,0,0,0,0,1,1,0,0
00003834,2021/11/13,104000,2,2,,1,1,,,0,1,1,1,0,0,0,0,0,1,0,0
00006262,2012/5/9,9120000,0,1,,1,1,,,1,0,1,1,0,0,0,0,1,1,0,0
00003557,2020/9/1,25196000,2,2,1,1,,,,1,1,1,0,0,1,0,0,0,1,0,0
00003918,2018/10/19,0,2,2,,1,1,,,1,1,1,0,0,1,0,0,0,1,0,0
00002218,2010/1/9,6189000,2,2,,1,,,,0,0,1,1,0,1,0,0,0,1,0,0
00000046,2011/11/4,22199000,1,2,,1,,,,1,0,1,0,0,0,0,0,0,1,0,0
00003701,2018/8/19,10150000,0,4,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00001735,2022/2/20,8140000,0,2,,1,,,,1,0,0,0,0,0,0,0,1,0,0,0
00007208,2010/12/25,1150000,0,0,,1,1,,,0,1,1,1,0,0,0,0,1,1,0,0
00002422,2013/10/11,1149000,2,2,,1,1,1,,0,1,1,1,0,1,0,0,1,1,0,0
00008545,2018/6/2,6100000,1,2,1,1,1,,,1,0,0,0,0,0,0,0,0,1,0,0
00007443,2012/4/14,9120000,0,2,,1,1,,,1,0,0,1,0,0,0,0,1,1,0,0
00004298,2012/12/9,8149000,1,0,,1,,,,0,0,0,0,0,0,0,0,0,0,0,0
00000702,2013/1/26,9190000,2,0,,1,1,,,1,0,1,1,0,1,0,0,0,1,0,0
00005297,2011/1/6,4108000,0,2,,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00004060,2015/2/28,10161000,2,0,,1,1,,,1,0,1,1,0,1,0,0,1,1,0,0
00005072,2021/5/20,2160000,2,0,,1,1,,,1,1,1,0,0,1,0,0,0,1,0,0
00006766,2020/2/22,4117000,0,2,,1,,,,1,1,0,1,0,0,0,0,0,1,0,0
00007288,2016/9/13,1111000,2,0,,,,,,0,0,1,1,0,1,0,0,0,1,0,0
00005598,2012/9/25,5150000,0,1,1,1,1,,,1,1,1,0,0,0,0,0,0,1,0,0
00005904,2013/6/8,6121000,1,0,,,1,,,1,0,1,1,0,0,0,0,1,0,0,0
00007398,2011/6/7,10115000,0,1,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00005488,2020/7/19,1185000,0,0,1,1,1,,,1,0,0,0,0,1,0,0,0,1,0,0
00003864,2022/3/24,6128000,1,0,,1,1,,,1,1,1,1,0,1,0,0,1,1,0,0
00009621,2014/10/20,6194000,0,1,1,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00001715,2011/1/7,2167000,0,2,,1,1,,,0,0,0,0,0,1,0,0,0,1,0,0
00007067,2019/11/13,2169000,2,4,,1,1,1,,1,0,0,0,0,0,0,0,0,0,0,0
00009170,2019/4/13,10164000,1,4,,1,,,,1,0,0,0,0,1,0,0,1,1,0,0
00007888,2018/9/2,10190000,0,2,,1,1,,,0,0,1,0,0,0,0,0,0,1,0,0
00007390,2021/10/7,2165000,2,2,,,1,,,1,0,1,0,0,0,0,0,1,1,0,0
00006939,2015/1/16,2114000,1,2,,1,1,,,1,0,0,0,0,0,0,0,0,1,0,0
